date,open,high,low,close,volume,average,barCount
2026-04-15 04:00:00-04:00,111.4,111.4,111.0,111.4,1009.0,111.36,5
2026-04-15 04:01:00-04:00,110.66,111.35,110.66,111.08,1064.0,110.829,3
2026-04-15 04:02:00-04:00,111.08,111.08,111.08,111.08,0.0,111.08,0
2026-04-15 04:03:00-04:00,111.08,111.08,111.08,111.08,0.0,111.08,0
2026-04-15 04:04:00-04:00,111.08,111.08,111.08,111.08,0.0,111.08,0
2026-04-15 04:05:00-04:00,111.08,111.08,111.08,111.08,0.0,111.08,0
2026-04-15 04:06:00-04:00,111.08,111.08,111.08,111.08,0.0,111.08,0
2026-04-15 04:07:00-04:00,111.08,111.08,111.08,111.08,0.0,111.08,0
2026-04-15 04:08:00-04:00,111.08,111.08,111.08,111.08,0.0,111.08,0
2026-04-15 04:09:00-04:00,111.08,111.08,111.08,111.08,0.0,111.08,0
2026-04-15 04:10:00-04:00,111.08,111.08,111.08,111.08,0.0,111.08,0
2026-04-15 04:11:00-04:00,111.08,111.08,111.08,111.08,0.0,111.08,0
2026-04-15 04:12:00-04:00,111.53,111.53,111.52,111.53,119.0,111.527,1
2026-04-15 04:13:00-04:00,111.53,111.53,111.53,111.53,0.0,111.53,0
2026-04-15 04:14:00-04:00,111.53,111.53,111.53,111.53,0.0,111.53,0
2026-04-15 04:15:00-04:00,111.53,111.53,111.53,111.53,0.0,111.53,0
2026-04-15 04:16:00-04:00,111.53,111.53,111.53,111.53,0.0,111.53,0
2026-04-15 04:17:00-04:00,111.53,111.53,111.53,111.53,0.0,111.53,0
2026-04-15 04:18:00-04:00,111.53,111.53,111.53,111.53,0.0,111.53,0
2026-04-15 04:19:00-04:00,111.53,111.53,111.53,111.53,0.0,111.53,0
2026-04-15 04:20:00-04:00,111.53,111.53,111.53,111.53,0.0,111.53,0
2026-04-15 04:21:00-04:00,111.53,111.53,111.53,111.53,0.0,111.53,0
2026-04-15 04:22:00-04:00,111.53,111.53,111.53,111.53,0.0,111.53,0
2026-04-15 04:23:00-04:00,111.53,111.53,111.53,111.53,0.0,111.53,0
2026-04-15 04:24:00-04:00,111.53,111.53,111.53,111.53,0.0,111.53,0
2026-04-15 04:25:00-04:00,111.53,111.53,111.53,111.53,0.0,111.53,0
2026-04-15 04:26:00-04:00,111.53,111.53,111.53,111.53,0.0,111.53,0
2026-04-15 04:27:00-04:00,111.53,111.53,111.53,111.53,0.0,111.53,0
2026-04-15 04:28:00-04:00,111.53,111.53,111.53,111.53,0.0,111.53,0
2026-04-15 04:29:00-04:00,111.53,111.53,111.53,111.53,0.0,111.53,0
2026-04-15 04:30:00-04:00,111.53,111.53,111.53,111.53,0.0,111.53,0
2026-04-15 04:31:00-04:00,111.53,111.53,111.53,111.53,0.0,111.53,0
2026-04-15 04:32:00-04:00,111.53,111.53,111.53,111.53,0.0,111.53,0
2026-04-15 04:33:00-04:00,111.53,111.53,111.53,111.53,0.0,111.53,0
2026-04-15 04:34:00-04:00,111.53,111.53,111.53,111.53,0.0,111.53,0
2026-04-15 04:35:00-04:00,111.53,111.53,111.53,111.53,0.0,111.53,0
2026-04-15 04:36:00-04:00,111.53,111.53,111.53,111.53,0.0,111.53,0
2026-04-15 04:37:00-04:00,111.53,111.53,111.53,111.53,0.0,111.53,0
2026-04-15 04:38:00-04:00,111.53,111.53,111.53,111.53,0.0,111.53,0
2026-04-15 04:39:00-04:00,111.53,111.53,111.53,111.53,0.0,111.53,0
2026-04-15 04:40:00-04:00,111.53,111.53,111.53,111.53,0.0,111.53,0
2026-04-15 04:41:00-04:00,111.53,111.53,111.53,111.53,0.0,111.53,0
2026-04-15 04:42:00-04:00,111.53,111.53,111.53,111.53,0.0,111.53,0
2026-04-15 04:43:00-04:00,111.53,111.53,111.53,111.53,0.0,111.53,0
2026-04-15 04:44:00-04:00,111.53,111.53,111.53,111.53,0.0,111.53,0
2026-04-15 04:45:00-04:00,111.53,111.53,111.53,111.53,0.0,111.53,0
2026-04-15 04:46:00-04:00,111.53,111.53,111.53,111.53,0.0,111.53,0
2026-04-15 04:47:00-04:00,111.53,111.53,111.53,111.53,0.0,111.53,0
2026-04-15 04:48:00-04:00,111.53,111.53,111.53,111.53,0.0,111.53,0
2026-04-15 04:49:00-04:00,111.53,111.53,111.53,111.53,0.0,111.53,0
2026-04-15 04:50:00-04:00,111.53,111.53,111.53,111.53,0.0,111.53,0
2026-04-15 04:51:00-04:00,111.53,111.53,111.53,111.53,0.0,111.53,0
2026-04-15 04:52:00-04:00,111.53,111.53,111.53,111.53,0.0,111.53,0
2026-04-15 04:53:00-04:00,111.53,111.53,111.53,111.53,0.0,111.53,0
2026-04-15 04:54:00-04:00,111.53,111.53,111.53,111.53,0.0,111.53,0
2026-04-15 04:55:00-04:00,111.53,111.53,111.53,111.53,0.0,111.53,0
2026-04-15 04:56:00-04:00,111.53,111.53,111.53,111.53,0.0,111.53,0
2026-04-15 04:57:00-04:00,111.53,111.53,111.53,111.53,0.0,111.53,0
2026-04-15 04:58:00-04:00,111.53,111.53,111.53,111.53,0.0,111.53,0
2026-04-15 04:59:00-04:00,111.53,111.53,111.53,111.53,0.0,111.53,0
2026-04-15 05:00:00-04:00,111.53,111.53,111.53,111.53,0.0,111.53,0
2026-04-15 05:01:00-04:00,111.53,111.53,111.53,111.53,0.0,111.53,0
2026-04-15 05:02:00-04:00,111.53,111.53,111.53,111.53,0.0,111.53,0
2026-04-15 05:03:00-04:00,111.53,111.53,111.53,111.53,0.0,111.53,0
2026-04-15 05:04:00-04:00,111.53,111.53,111.53,111.53,0.0,111.53,0
2026-04-15 05:05:00-04:00,110.96,110.96,110.96,110.96,100.0,110.96,1
2026-04-15 05:06:00-04:00,110.9,110.91,110.9,110.91,200.0,110.905,2
2026-04-15 05:07:00-04:00,110.91,110.91,110.91,110.91,0.0,110.91,0
2026-04-15 05:08:00-04:00,110.91,110.91,110.91,110.91,0.0,110.91,0
2026-04-15 05:09:00-04:00,110.91,110.91,110.91,110.91,0.0,110.91,0
2026-04-15 05:10:00-04:00,110.91,110.91,110.91,110.91,0.0,110.91,0
2026-04-15 05:11:00-04:00,110.91,110.91,110.91,110.91,0.0,110.91,0
2026-04-15 05:12:00-04:00,110.91,110.91,110.91,110.91,0.0,110.91,0
2026-04-15 05:13:00-04:00,110.91,110.91,110.91,110.91,0.0,110.91,0
2026-04-15 05:14:00-04:00,110.91,110.91,110.91,110.91,0.0,110.91,0
2026-04-15 05:15:00-04:00,110.91,110.91,110.91,110.91,0.0,110.91,0
2026-04-15 05:16:00-04:00,110.91,110.91,110.91,110.91,0.0,110.91,0
2026-04-15 05:17:00-04:00,110.91,110.91,110.91,110.91,0.0,110.91,0
2026-04-15 05:18:00-04:00,110.91,110.91,110.91,110.91,0.0,110.91,0
2026-04-15 05:19:00-04:00,110.91,110.91,110.91,110.91,0.0,110.91,0
2026-04-15 05:20:00-04:00,110.91,110.91,110.91,110.91,0.0,110.91,0
2026-04-15 05:21:00-04:00,110.91,110.91,110.91,110.91,0.0,110.91,0
2026-04-15 05:22:00-04:00,110.91,110.91,110.91,110.91,0.0,110.91,0
2026-04-15 05:23:00-04:00,110.91,110.91,110.91,110.91,0.0,110.91,0
2026-04-15 05:24:00-04:00,110.91,110.91,110.91,110.91,0.0,110.91,0
2026-04-15 05:25:00-04:00,110.91,110.91,110.91,110.91,0.0,110.91,0
2026-04-15 05:26:00-04:00,110.91,110.91,110.91,110.91,0.0,110.91,0
2026-04-15 05:27:00-04:00,110.91,110.91,110.91,110.91,0.0,110.91,0
2026-04-15 05:28:00-04:00,110.91,110.91,110.91,110.91,0.0,110.91,0
2026-04-15 05:29:00-04:00,110.91,110.91,110.91,110.91,0.0,110.91,0
2026-04-15 05:30:00-04:00,110.91,110.91,110.91,110.91,0.0,110.91,0
2026-04-15 05:31:00-04:00,110.91,110.91,110.91,110.91,0.0,110.91,0
2026-04-15 05:32:00-04:00,110.91,110.91,110.91,110.91,0.0,110.91,0
2026-04-15 05:33:00-04:00,110.91,110.91,110.91,110.91,0.0,110.91,0
2026-04-15 05:34:00-04:00,110.91,110.91,110.91,110.91,0.0,110.91,0
2026-04-15 05:35:00-04:00,110.91,110.91,110.91,110.91,0.0,110.91,0
2026-04-15 05:36:00-04:00,110.91,110.91,110.91,110.91,0.0,110.91,0
2026-04-15 05:37:00-04:00,110.91,110.91,110.91,110.91,0.0,110.91,0
2026-04-15 05:38:00-04:00,110.91,110.91,110.91,110.91,0.0,110.91,0
2026-04-15 05:39:00-04:00,110.91,110.91,110.91,110.91,0.0,110.91,0
2026-04-15 05:40:00-04:00,110.91,110.91,110.91,110.91,0.0,110.91,0
2026-04-15 05:41:00-04:00,110.91,110.91,110.91,110.91,0.0,110.91,0
2026-04-15 05:42:00-04:00,110.91,110.91,110.91,110.91,0.0,110.91,0
2026-04-15 05:43:00-04:00,110.91,110.91,110.91,110.91,0.0,110.91,0
2026-04-15 05:44:00-04:00,110.91,110.91,110.91,110.91,0.0,110.91,0
2026-04-15 05:45:00-04:00,110.91,110.91,110.91,110.91,0.0,110.91,0
2026-04-15 05:46:00-04:00,110.91,110.91,110.91,110.91,0.0,110.91,0
2026-04-15 05:47:00-04:00,110.91,110.91,110.91,110.91,0.0,110.91,0
2026-04-15 05:48:00-04:00,110.91,110.91,110.91,110.91,0.0,110.91,0
2026-04-15 05:49:00-04:00,110.91,110.91,110.91,110.91,0.0,110.91,0
2026-04-15 05:50:00-04:00,110.91,110.91,110.91,110.91,0.0,110.91,0
2026-04-15 05:51:00-04:00,110.91,110.91,110.91,110.91,0.0,110.91,0
2026-04-15 05:52:00-04:00,110.91,110.91,110.91,110.91,0.0,110.91,0
2026-04-15 05:53:00-04:00,110.91,110.91,110.91,110.91,0.0,110.91,0
2026-04-15 05:54:00-04:00,110.91,110.91,110.91,110.91,0.0,110.91,0
2026-04-15 05:55:00-04:00,110.91,110.91,110.91,110.91,0.0,110.91,0
2026-04-15 05:56:00-04:00,110.91,110.91,110.91,110.91,0.0,110.91,0
2026-04-15 05:57:00-04:00,110.91,110.91,110.91,110.91,0.0,110.91,0
2026-04-15 05:58:00-04:00,110.91,110.91,110.91,110.91,0.0,110.91,0
2026-04-15 05:59:00-04:00,110.91,110.91,110.91,110.91,0.0,110.91,0
2026-04-15 06:00:00-04:00,110.91,110.91,110.91,110.91,0.0,110.91,0
2026-04-15 06:01:00-04:00,110.91,110.91,110.91,110.91,0.0,110.91,0
2026-04-15 06:02:00-04:00,110.91,110.91,110.91,110.91,0.0,110.91,0
2026-04-15 06:03:00-04:00,110.91,110.91,110.91,110.91,0.0,110.91,0
2026-04-15 06:04:00-04:00,110.91,110.91,110.91,110.91,0.0,110.91,0
2026-04-15 06:05:00-04:00,110.91,110.91,110.91,110.91,0.0,110.91,0
2026-04-15 06:06:00-04:00,110.91,110.91,110.91,110.91,0.0,110.91,0
2026-04-15 06:07:00-04:00,110.91,110.91,110.91,110.91,0.0,110.91,0
2026-04-15 06:08:00-04:00,110.91,110.91,110.91,110.91,0.0,110.91,0
2026-04-15 06:09:00-04:00,110.91,110.91,110.91,110.91,0.0,110.91,0
2026-04-15 06:10:00-04:00,110.91,110.91,110.91,110.91,0.0,110.91,0
2026-04-15 06:11:00-04:00,110.91,110.91,110.91,110.91,0.0,110.91,0
2026-04-15 06:12:00-04:00,110.91,110.91,110.91,110.91,0.0,110.91,0
2026-04-15 06:13:00-04:00,110.91,110.91,110.91,110.91,0.0,110.91,0
2026-04-15 06:14:00-04:00,110.91,110.91,110.91,110.91,0.0,110.91,0
2026-04-15 06:15:00-04:00,110.91,110.91,110.91,110.91,0.0,110.91,0
2026-04-15 06:16:00-04:00,110.91,110.91,110.91,110.91,0.0,110.91,0
2026-04-15 06:17:00-04:00,110.91,110.91,110.91,110.91,0.0,110.91,0
2026-04-15 06:18:00-04:00,110.91,110.91,110.91,110.91,0.0,110.91,0
2026-04-15 06:19:00-04:00,110.91,110.91,110.91,110.91,0.0,110.91,0
2026-04-15 06:20:00-04:00,110.91,110.91,110.91,110.91,0.0,110.91,0
2026-04-15 06:21:00-04:00,110.91,110.91,110.91,110.91,0.0,110.91,0
2026-04-15 06:22:00-04:00,110.91,110.91,110.91,110.91,0.0,110.91,0
2026-04-15 06:23:00-04:00,110.91,110.91,110.91,110.91,0.0,110.91,0
2026-04-15 06:24:00-04:00,110.91,110.91,110.91,110.91,0.0,110.91,0
2026-04-15 06:25:00-04:00,110.91,110.91,110.91,110.91,0.0,110.91,0
2026-04-15 06:26:00-04:00,110.91,110.91,110.91,110.91,0.0,110.91,0
2026-04-15 06:27:00-04:00,110.91,110.91,110.91,110.91,0.0,110.91,0
2026-04-15 06:28:00-04:00,110.91,110.91,110.91,110.91,0.0,110.91,0
2026-04-15 06:29:00-04:00,110.96,111.04,110.96,111.04,345.0,110.994,2
2026-04-15 06:30:00-04:00,111.04,111.04,111.04,111.04,0.0,111.04,0
2026-04-15 06:31:00-04:00,111.04,111.04,111.04,111.04,0.0,111.04,0
2026-04-15 06:32:00-04:00,111.04,111.04,111.04,111.04,0.0,111.04,0
2026-04-15 06:33:00-04:00,111.04,111.04,111.04,111.04,0.0,111.04,0
2026-04-15 06:34:00-04:00,111.04,111.04,111.04,111.04,0.0,111.04,0
2026-04-15 06:35:00-04:00,111.04,111.04,111.04,111.04,0.0,111.04,0
2026-04-15 06:36:00-04:00,111.04,111.04,111.04,111.04,0.0,111.04,0
2026-04-15 06:37:00-04:00,111.04,111.04,111.04,111.04,0.0,111.04,0
2026-04-15 06:38:00-04:00,111.04,111.04,111.04,111.04,0.0,111.04,0
2026-04-15 06:39:00-04:00,111.04,111.04,111.04,111.04,0.0,111.04,0
2026-04-15 06:40:00-04:00,111.04,111.04,111.04,111.04,0.0,111.04,0
2026-04-15 06:41:00-04:00,111.04,111.04,111.04,111.04,0.0,111.04,0
2026-04-15 06:42:00-04:00,111.04,111.04,111.04,111.04,0.0,111.04,0
2026-04-15 06:43:00-04:00,111.04,111.04,111.04,111.04,0.0,111.04,0
2026-04-15 06:44:00-04:00,111.04,111.04,111.04,111.04,0.0,111.04,0
2026-04-15 06:45:00-04:00,111.04,111.04,111.04,111.04,0.0,111.04,0
2026-04-15 06:46:00-04:00,111.04,111.04,111.04,111.04,0.0,111.04,0
2026-04-15 06:47:00-04:00,111.04,111.04,111.04,111.04,0.0,111.04,0
2026-04-15 06:48:00-04:00,111.04,111.04,111.04,111.04,0.0,111.04,0
2026-04-15 06:49:00-04:00,111.04,111.04,111.04,111.04,0.0,111.04,0
2026-04-15 06:50:00-04:00,111.04,111.04,111.04,111.04,0.0,111.04,0
2026-04-15 06:51:00-04:00,111.04,111.04,111.04,111.04,0.0,111.04,0
2026-04-15 06:52:00-04:00,111.04,111.04,111.04,111.04,0.0,111.04,0
2026-04-15 06:53:00-04:00,111.04,111.04,111.04,111.04,0.0,111.04,0
2026-04-15 06:54:00-04:00,111.04,111.04,111.04,111.04,0.0,111.04,0
2026-04-15 06:55:00-04:00,111.04,111.04,111.04,111.04,0.0,111.04,0
2026-04-15 06:56:00-04:00,111.04,111.04,111.04,111.04,0.0,111.04,0
2026-04-15 06:57:00-04:00,111.04,111.04,111.04,111.04,0.0,111.04,0
2026-04-15 06:58:00-04:00,111.04,111.04,111.04,111.04,0.0,111.04,0
2026-04-15 06:59:00-04:00,111.04,111.04,111.04,111.04,0.0,111.04,0
2026-04-15 07:00:00-04:00,110.32,110.33,110.32,110.32,129.0,110.32,1
2026-04-15 07:01:00-04:00,110.32,110.32,110.32,110.32,0.0,110.32,0
2026-04-15 07:02:00-04:00,110.32,110.32,110.32,110.32,0.0,110.32,0
2026-04-15 07:03:00-04:00,110.32,110.32,110.32,110.32,0.0,110.32,0
2026-04-15 07:04:00-04:00,110.85,111.0,110.85,111.0,342.0,110.894,2
2026-04-15 07:05:00-04:00,111.4,111.4,111.39,111.4,100.0,111.399,1
2026-04-15 07:06:00-04:00,111.4,111.4,111.4,111.4,0.0,111.4,0
2026-04-15 07:07:00-04:00,111.4,111.4,111.4,111.4,0.0,111.4,0
2026-04-15 07:08:00-04:00,111.4,111.4,111.4,111.4,0.0,111.4,0
2026-04-15 07:09:00-04:00,111.4,111.4,111.4,111.4,0.0,111.4,0
2026-04-15 07:10:00-04:00,111.4,111.4,111.4,111.4,0.0,111.4,0
2026-04-15 07:11:00-04:00,111.4,111.4,111.4,111.4,0.0,111.4,0
2026-04-15 07:12:00-04:00,111.4,111.4,111.4,111.4,0.0,111.4,0
2026-04-15 07:13:00-04:00,111.4,111.4,111.4,111.4,0.0,111.4,0
2026-04-15 07:14:00-04:00,111.4,111.4,111.4,111.4,0.0,111.4,0
2026-04-15 07:15:00-04:00,111.4,111.4,111.4,111.4,0.0,111.4,0
2026-04-15 07:16:00-04:00,111.4,111.4,111.4,111.4,0.0,111.4,0
2026-04-15 07:17:00-04:00,111.4,111.4,111.4,111.4,0.0,111.4,0
2026-04-15 07:18:00-04:00,111.4,111.4,111.4,111.4,0.0,111.4,0
2026-04-15 07:19:00-04:00,111.4,111.4,111.4,111.4,0.0,111.4,0
2026-04-15 07:20:00-04:00,111.4,111.4,111.4,111.4,0.0,111.4,0
2026-04-15 07:21:00-04:00,111.4,111.4,111.4,111.4,0.0,111.4,0
2026-04-15 07:22:00-04:00,111.4,111.4,111.4,111.4,0.0,111.4,0
2026-04-15 07:23:00-04:00,111.4,111.4,111.4,111.4,0.0,111.4,0
2026-04-15 07:24:00-04:00,111.4,111.4,111.4,111.4,0.0,111.4,0
2026-04-15 07:25:00-04:00,111.4,111.4,111.4,111.4,0.0,111.4,0
2026-04-15 07:26:00-04:00,111.4,111.4,111.4,111.4,0.0,111.4,0
2026-04-15 07:27:00-04:00,111.4,111.4,111.4,111.4,0.0,111.4,0
2026-04-15 07:28:00-04:00,111.4,111.4,111.4,111.4,0.0,111.4,0
2026-04-15 07:29:00-04:00,110.65,110.65,110.65,110.65,218.0,110.65,2
2026-04-15 07:30:00-04:00,110.65,110.65,110.65,110.65,0.0,110.65,0
2026-04-15 07:31:00-04:00,110.65,110.65,110.65,110.65,0.0,110.65,0
2026-04-15 07:32:00-04:00,110.65,110.65,110.65,110.65,0.0,110.65,0
2026-04-15 07:33:00-04:00,110.65,110.65,110.65,110.65,0.0,110.65,0
2026-04-15 07:34:00-04:00,110.65,110.65,110.65,110.65,0.0,110.65,0
2026-04-15 07:35:00-04:00,110.65,110.65,110.65,110.65,0.0,110.65,0
2026-04-15 07:36:00-04:00,111.0,111.0,111.0,111.0,978.0,111.0,3
2026-04-15 07:37:00-04:00,111.0,111.0,111.0,111.0,0.0,111.0,0
2026-04-15 07:38:00-04:00,111.0,111.0,111.0,111.0,872.0,111.0,1
2026-04-15 07:39:00-04:00,111.0,111.0,111.0,111.0,0.0,111.0,0
2026-04-15 07:40:00-04:00,111.0,111.0,111.0,111.0,0.0,111.0,0
2026-04-15 07:41:00-04:00,111.0,111.0,111.0,111.0,0.0,111.0,0
2026-04-15 07:42:00-04:00,111.0,111.0,111.0,111.0,0.0,111.0,0
2026-04-15 07:43:00-04:00,111.0,111.0,111.0,111.0,0.0,111.0,0
2026-04-15 07:44:00-04:00,111.0,111.0,111.0,111.0,0.0,111.0,0
2026-04-15 07:45:00-04:00,111.0,111.0,111.0,111.0,0.0,111.0,0
2026-04-15 07:46:00-04:00,111.0,111.0,111.0,111.0,0.0,111.0,0
2026-04-15 07:47:00-04:00,111.0,111.0,111.0,111.0,0.0,111.0,0
2026-04-15 07:48:00-04:00,111.0,111.0,111.0,111.0,0.0,111.0,0
2026-04-15 07:49:00-04:00,111.0,111.0,111.0,111.0,0.0,111.0,0
2026-04-15 07:50:00-04:00,111.0,111.0,111.0,111.0,0.0,111.0,0
2026-04-15 07:51:00-04:00,111.0,111.0,111.0,111.0,0.0,111.0,0
2026-04-15 07:52:00-04:00,111.0,111.0,111.0,111.0,0.0,111.0,0
2026-04-15 07:53:00-04:00,111.0,111.0,111.0,111.0,0.0,111.0,0
2026-04-15 07:54:00-04:00,111.0,111.0,111.0,111.0,0.0,111.0,0
2026-04-15 07:55:00-04:00,111.0,111.0,111.0,111.0,0.0,111.0,0
2026-04-15 07:56:00-04:00,111.0,111.0,111.0,111.0,0.0,111.0,0
2026-04-15 07:57:00-04:00,111.0,111.0,111.0,111.0,0.0,111.0,0
2026-04-15 07:58:00-04:00,111.0,111.0,111.0,111.0,0.0,111.0,0
2026-04-15 07:59:00-04:00,110.98,110.98,110.97,110.98,1000.0,110.976,1
2026-04-15 08:00:00-04:00,110.8,110.8,110.8,110.8,1902.0,110.8,5
2026-04-15 08:01:00-04:00,110.8,110.8,110.8,110.8,0.0,110.8,0
2026-04-15 08:02:00-04:00,110.8,110.8,110.8,110.8,0.0,110.8,0
