date,open,high,low,close,volume,average,barCount
2026-04-16 04:06:00-04:00,23.87,23.87,23.87,23.87,111.0,23.87,1
2026-04-16 04:07:00-04:00,23.87,23.87,23.87,23.87,0.0,23.87,0
2026-04-16 04:08:00-04:00,23.87,23.87,23.87,23.87,0.0,23.87,0
2026-04-16 04:09:00-04:00,23.87,23.87,23.87,23.87,0.0,23.87,0
2026-04-16 04:10:00-04:00,23.87,23.87,23.87,23.87,0.0,23.87,0
2026-04-16 04:11:00-04:00,23.87,23.87,23.87,23.87,0.0,23.87,0
2026-04-16 04:12:00-04:00,23.87,23.87,23.87,23.87,0.0,23.87,0
2026-04-16 04:13:00-04:00,23.87,23.87,23.87,23.87,0.0,23.87,0
2026-04-16 04:14:00-04:00,23.87,23.87,23.87,23.87,0.0,23.87,0
2026-04-16 04:15:00-04:00,23.87,23.87,23.87,23.87,0.0,23.87,0
2026-04-16 04:16:00-04:00,23.87,23.87,23.87,23.87,0.0,23.87,0
2026-04-16 04:17:00-04:00,23.87,23.87,23.87,23.87,0.0,23.87,0
2026-04-16 04:18:00-04:00,23.87,23.87,23.87,23.87,0.0,23.87,0
2026-04-16 04:19:00-04:00,23.87,23.87,23.87,23.87,0.0,23.87,0
2026-04-16 04:20:00-04:00,23.87,23.87,23.87,23.87,0.0,23.87,0
2026-04-16 04:21:00-04:00,23.87,23.87,23.87,23.87,0.0,23.87,0
2026-04-16 04:22:00-04:00,23.87,23.87,23.87,23.87,0.0,23.87,0
2026-04-16 04:23:00-04:00,23.87,23.87,23.87,23.87,0.0,23.87,0
2026-04-16 04:24:00-04:00,23.87,23.87,23.87,23.87,0.0,23.87,0
2026-04-16 04:25:00-04:00,23.87,23.87,23.87,23.87,0.0,23.87,0
2026-04-16 04:26:00-04:00,23.87,23.87,23.87,23.87,0.0,23.87,0
2026-04-16 04:27:00-04:00,23.87,23.87,23.87,23.87,0.0,23.87,0
2026-04-16 04:28:00-04:00,23.87,23.87,23.87,23.87,0.0,23.87,0
2026-04-16 04:29:00-04:00,23.87,23.87,23.87,23.87,0.0,23.87,0
2026-04-16 04:30:00-04:00,23.87,23.87,23.87,23.87,0.0,23.87,0
2026-04-16 04:31:00-04:00,23.87,23.87,23.87,23.87,0.0,23.87,0
2026-04-16 04:32:00-04:00,23.87,23.87,23.87,23.87,0.0,23.87,0
2026-04-16 04:33:00-04:00,23.87,23.87,23.87,23.87,0.0,23.87,0
2026-04-16 04:34:00-04:00,23.87,23.87,23.87,23.87,0.0,23.87,0
2026-04-16 04:35:00-04:00,23.87,23.87,23.87,23.87,0.0,23.87,0
2026-04-16 04:36:00-04:00,23.87,23.87,23.87,23.87,0.0,23.87,0
2026-04-16 04:37:00-04:00,23.87,23.87,23.87,23.87,0.0,23.87,0
2026-04-16 04:38:00-04:00,23.87,23.87,23.87,23.87,0.0,23.87,0
